0,0.0288715
1,0.0711416
2,0.065303
3,0.0450243
4,0.0437475
5,0.0495026
6,0.04364
7,0.0437348
8,0.0495242
9,0.0420979
10,0.0437457
11,0.0661929
12,0.0778011
13,0.0669373
14,0.0690395
15,0.0739539
16,0.0738569
17,0.0775946
18,0.0699262
19,0.122207
20,0.0549842
21,0.0514528
22,0.0437026
23,0.0482017
24,0.0448878
25,0.0494423
26,0.0483671
27,0.0481305
28,0.0447838
29,0.0578828
30,0.0709805
31,0.0723181
32,0.0743956
33,0.0703635
34,0.0660909
35,0.0508051
36,0.0453514
37,0.0465375
38,0.045939
39,0.047128
40,0.0447728
41,0.0407004
42,0.0436272
43,0.040345
44,0.0407036
45,0.0465547
46,0.0401057
47,0.0723146
48,0.0697314
49,0.0536213
50,0.0702695
51,0.0822295
52,0.0870094
53,0.0776269
54,0.0813484
55,0.0720191
56,0.0823839
57,0.075972
58,0.0729881
59,0.187971
60,0.073998
61,0.0726171
62,0.0625664
63,0.0436681
64,0.0533219
65,0.0555636
66,0.0430672
67,0.0430591
68,0.0539166
69,0.0503871
70,0.0430958
71,0.0430829
72,0.046398
73,0.0430617
74,0.050538
75,0.0463401
76,0.0536149
77,0.043761
78,0.0542348
79,0.050506
80,0.0412071
81,0.0476051
82,0.0553248
83,0.0540632
84,0.0553028
85,0.0431689
86,0.0482817
87,0.0477101
88,0.0508359
89,0.0750916
90,0.0725175
91,0.0548799
92,0.0436704
93,0.0530095
94,0.0436503
95,0.0451635
96,0.0464933
97,0.0453064
98,0.0465916
99,0.0523657
100,0.054731
101,0.0482598
102,0.0467072
103,0.0437514
104,0.0453096
105,0.0437674
106,0.0453053
107,0.0437443
108,0.0475857
109,0.0531319
110,0.0452843
111,0.0436566
112,0.047388
113,0.0530035
114,0.0474062
115,0.0530147
116,0.0451686
117,0.0436618
118,0.0473817
119,0.0530155
120,0.0473991
121,0.0530166
122,0.0474058
123,0.0529935
124,0.0474052
125,0.0529854
126,0.0473965
127,0.053026
128,0.0473871
129,0.0530736
130,0.0474059
131,0.0529897
132,0.0473909
133,0.0529933
134,0.0473954
135,0.0529903
136,0.0473854
137,0.0529877
138,0.0473999
139,0.0529925
140,0.046451
141,0.0453043
142,0.0778848
143,0.0709053
144,0.0657871
145,0.0605171
146,0.0442112
147,0.0442608
148,0.0442122
149,0.0442128
150,0.0442221
151,0.0442349
152,0.0442018
153,0.0436449
154,0.0442273
155,0.0436396
156,0.0532907
157,0.0457465
158,0.0532929
159,0.0526331
160,0.0533119
161,0.0520303
162,0.0533131
163,0.0465868
164,0.0465857
165,0.053315
166,0.0454447
167,0.0459852
168,0.0520274
169,0.0533019
170,0.0532925
171,0.046579
172,0.0538735
173,0.0530802
174,0.0528941
175,0.0430669
176,0.0532956
177,0.0430655
178,0.0538611
179,0.0447562
180,0.0529073
181,0.0447667
182,0.0447752
183,0.0447707
184,0.0447759
185,0.0447618
186,0.0448347
187,0.0447534
188,0.0453393
189,0.0503506
190,0.0538878
191,0.0538846
192,0.0481065
193,0.0481025
194,0.0465619
195,0.0475477
196,0.0436387
197,0.0683018
198,0.070481
199,0.0541842
200,0.0436679
201,0.0436614
202,0.0494119
203,0.0453095
204,0.0493893
205,0.0407451
206,0.0494032
207,0.0436106
208,0.0493798
209,0.0395946
210,0.0436432
211,0.0493894
