0,0.0340904
1,0.076648
2,0.0633749
3,0.0471721
4,0.0507422
5,0.0525243
6,0.0461908
7,0.0463927
8,0.0525103
9,0.0439578
10,0.0734715
11,0.08401
12,0.0715168
13,0.0841888
14,0.0970082
15,0.0821173
16,0.0645485
17,0.0909842
18,0.0763917
19,0.131206
20,0.0717321
21,0.0868669
22,0.0692059
23,0.0952451
24,0.0717292
25,0.0768787
26,0.0749088
27,0.0752945
28,0.0852707
29,0.0920045
30,0.075997
31,0.103141
32,0.125877
33,0.102805
34,0.0659951
35,0.0871133
36,0.0710194
37,0.134363
38,0.0662205
39,0.084734
40,0.0734491
41,0.0761572
42,0.0758219
43,0.0830517
44,0.069298
45,0.0828778
46,0.165978
47,0.0768556
48,0.0733921
49,0.0634674
50,0.0829972
51,0.0743486
52,0.107758
53,0.0707366
54,0.0927995
55,0.0883725
56,0.104071
57,0.0833084
58,0.0709901
59,0.101626
60,0.0702732
61,0.068289
62,0.0642318
63,0.0794417
64,0.0712277
65,0.122028
66,0.12342
67,0.081023
68,0.0751223
69,0.122639
70,0.0707393
71,0.0720729
72,0.119623
73,0.0721048
74,0.082115
75,0.0799651
76,0.0651257
77,0.273263
78,0.264066
79,0.0805088
80,0.177727
81,0.137609
82,0.111054
83,0.213943
84,0.208089
85,0.230814
86,0.0732483
87,0.0727604
88,0.0665199
89,0.0628698
90,0.0558621
91,0.0607739
92,0.0459864
93,0.0459993
94,0.0625634
95,0.0908889
96,0.0759578
97,0.0571025
98,0.0466262
99,0.0517685
100,0.0812514
101,0.075406
102,0.0878407
103,0.0782553
104,0.092721
105,0.0967875
106,0.0739624
107,0.0760818
108,0.0746509
109,0.113672
110,0.0655999
111,0.0831634
112,0.108643
113,0.0648763
114,0.0708671
115,0.0764926
116,0.1031
117,0.107776
118,0.231699
119,0.217178
120,0.2065
121,0.234898
122,0.194433
123,0.0952275
124,0.237649
125,0.241723
126,0.248379
127,0.232625
128,0.262702
129,0.227309
130,0.229056
131,0.215575
132,0.226532
133,0.217237
134,0.21357
135,0.247044
136,0.0795997
137,0.0921081
138,0.0687747
139,0.0590367
140,0.0460136
141,0.0568243
142,0.0511839
143,0.0498413
144,0.0581421
145,0.0567783
146,0.0460441
147,0.0490656
148,0.0459956
149,0.0760028
150,0.0747181
151,0.0735596
152,0.0671538
153,0.0471637
154,0.0675519
155,0.0513867
156,0.0489945
157,0.0474776
158,0.0520634
159,0.0537273
160,0.0513343
161,0.0489919
162,0.0474688
163,0.0741436
164,0.068086
165,0.0640015
166,0.0621886
167,0.0981119
168,0.100789
169,0.0731249
170,0.0875658
171,0.109848
172,0.0688156
173,0.0794315
174,0.0845266
175,0.0718784
176,0.119605
177,0.0664363
178,0.0690667
179,0.105909
180,0.112701
181,0.0896101
182,0.0753739
183,0.0776502
184,0.134741
185,0.0783311
186,0.0772937
187,0.0688826
188,0.082109
189,0.0743252
190,0.117223
191,0.0701086
192,0.0676586
193,0.0727559
194,0.127604
195,0.076291
196,0.0691797
197,0.24293
198,0.0749378
199,0.0731808
200,0.157163
201,0.0905693
202,0.0746328
203,0.0843674
204,0.0801071
205,0.053761
206,0.0463033
207,0.0533757
208,0.0463009
209,0.057105
210,0.0658033
211,0.0762679
212,0.0775761
213,0.0748001
214,0.0703907
215,0.0926529
216,0.066034
217,0.0427332
218,0.0480335
219,0.0475669
220,0.0455906
221,0.0541161
222,0.0584911
223,0.0541633
224,0.0668751
225,0.0545863
226,0.0523786
227,0.040747
228,0.0425705
229,0.0828079
230,0.0821878
231,0.0825177
232,0.0713447
233,0.0462712
234,0.0490272
235,0.0469302
236,0.0471757
237,0.0547414
238,0.0521929
239,0.046931
240,0.0462322
241,0.0571035
242,0.046249
243,0.0757146
244,0.0756398
245,0.074367
246,0.0930808
247,0.0724446
248,0.080662
249,0.09475
250,0.0705731
251,0.100951
252,0.0851479
253,0.0763607
254,0.132019
255,0.112349
256,0.065396
257,0.0868445
258,0.0952211
259,0.0741373
260,0.0664714
261,0.0947111
262,0.0728469
263,0.0731628
264,0.0711297
265,0.071718
266,0.076667
267,0.0772384
268,0.180285
269,0.224448
270,0.0716099
271,0.0720171
272,0.1297
273,0.0783549
274,0.0811757
275,0.152586
276,0.0745536
277,0.0756397
278,0.057427
279,0.0540077
280,0.0482202
281,0.0534209
282,0.0595276
283,0.0688809
284,0.076009
285,0.0720461
286,0.0705457
287,0.0702986
288,0.0803298
289,0.0765289
290,0.0730159
291,0.0575563
292,0.0622607
293,0.0493798
294,0.0541177
295,0.0570592
296,0.0462732
297,0.0533205
298,0.046258
299,0.0462364
300,0.0500984
301,0.0524935
302,0.0540103
303,0.0903685
304,0.0767728
305,0.0754223
306,0.0535572
307,0.0463231
308,0.0523563
309,0.0387527
310,0.0721345
311,0.0727543
312,0.0631402
313,0.0665992
314,0.0642463
315,0.0701348
316,0.0714981
317,0.0745893
318,0.0962996
319,0.0860096
320,0.105112
321,0.0880176
322,0.0898949
323,0.0685343
324,0.078353
325,0.0642245
326,0.0736268
327,0.0703821
328,0.0822862
329,0.0753153
330,0.16368
331,0.12923
332,0.0730282
333,0.11079
334,0.0766217
335,0.0794956
336,0.0714906
337,0.0850202
338,0.0817758
339,0.0746336
340,0.0753909
341,0.0890824
342,0.0752832
343,0.0790616
344,0.0754302
345,0.211999
346,0.072371
347,0.0714453
348,0.125452
349,0.0663063
350,0.0694483
351,0.234684
352,0.184349
353,0.163093
354,0.291546
355,0.151985
